代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,Market Cap,市盈率,PB,5日的区间涨跌幅,PEG
sh600917,重庆燃气,5.48,0.22,4.183,5.47,5.48,5.26,5.2,5.61,5.12,6259344.0,33527312.0,8610943200.0,27.76,1.7,-0.07744107744107744,-268.3466666666669
sz000957,中通客车,6.2,0.18,2.99,6.19,6.2,6.02,5.68,6.38,5.5,17888363.0,105847030.0,3676004403.2000003,27.8,1.34,-0.14482758620689654,-19.202275694833055
sh603969,银龙股份,4.24,0.14,3.415,4.24,4.25,4.1,3.81,4.29,3.72,21313746.0,85970663.0,3624199360.0,27.83,1.66,-0.2074766355140186,-83.49
sh600201,生物股份,7.71,0.5,6.935,7.71,7.72,7.21,7.1,7.76,6.94,29031191.0,214600394.0,8638046732.46,27.96,1.62,-0.053987730061349735,-63.376
sh603351,威尔药业,18.98,-0.63,-3.213,18.98,18.99,19.61,19.75,20.62,17.65,1032952.0,19242804.0,2570634725.36,28.03,1.66,-0.12129629629629633,-532.5699999999996
sz000541,佛山照明,4.67,0.16,3.548,4.67,4.68,4.51,4.59,4.79,4.31,22390159.0,101779720.0,7232794334.099999,28.13,1.39,-0.11216730038022811,-121.78699805068229
sz000099,中信海直,8.18,0.12,1.489,8.18,8.19,8.06,7.72,8.31,7.25,68966787.0,521758187.0,6345799720.66,28.19,1.25,-0.10990206746463546,-86.91916666666667
sz300945,曼卡龙,7.87,-0.09,-1.131,7.87,7.88,7.96,7.92,8.3,7.13,9573800.0,72714458.0,2061554598.23,28.24,1.34,-0.20344129554655876,-112.96000000000004
sh603238,诺邦股份,9.3,-0.51,-5.199,9.3,9.31,9.81,9.03,9.68,8.83,6618350.0,59639124.0,1650833700.0000002,28.3,1.24,-0.205128205128205,-45.77941176470588
sh603517,绝味食品,19.93,1.38,7.439,19.92,19.93,18.55,18.28,20.06,17.72,15566908.0,295846403.0,12355110192.64,28.55,1.72,-0.00598503740648384,-37.44262295081967
sh601999,出版传媒,5.08,-0.27,-5.047,5.07,5.08,5.35,4.84,5.28,4.82,28659822.0,141663721.0,2798646676.0,28.56,1.13,-0.2337858220211161,-95.2
sz300851,交大思诺,17.82,-1.19,-6.26,17.82,17.83,19.01,18.0,19.0,16.34,3144468.0,54858119.0,1549153188.0,29.01,1.24,-0.2840498192044998,-47.35455882352941
sh603917,合力科技,10.65,-0.43,-3.881,10.63,10.65,11.08,10.11,11.23,9.97,5066609.0,52169305.0,1669920000.0,29.24,1.52,-0.19984973703981967,-357.00401179941014
sh600735,新华锦,4.24,-0.14,-3.196,4.23,4.24,4.38,4.14,4.48,3.94,20720707.0,84677795.0,1818019648.5600002,29.46,1.35,-0.1861804222648752,-102.7878727634195
sh603977,国泰集团,8.6,0.55,6.832,8.57,8.6,8.05,7.85,8.86,7.46,17724127.0,144663744.0,5342679720.8,29.66,1.76,-0.08315565031982954,-67.12526315789474
sh603172,万丰股份,11.99,1.09,10.0,11.99,0.0,10.9,10.41,11.99,9.81,4773761.0,51687009.0,1599226200.0,29.71,1.56,-0.08959757023538342,-318.3214285714288
sh600300,维维股份,2.47,0.04,1.646,2.47,2.48,2.43,2.4,2.56,2.29,40358923.0,97412887.0,3994341184.6000004,30.06,1.26,-0.12099644128113873,-52.60499999999999
sz300419,浩丰科技,3.33,-0.06,-1.77,3.33,3.34,3.39,3.31,3.53,2.99,28785780.0,92562033.0,1224620054.1000001,30.06,1.96,-0.2583518930957684,-11.690000000000001
sz300084,海默科技,4.71,0.05,1.073,4.71,4.72,4.66,4.48,4.84,4.16,16372046.0,73135418.0,1854777925.98,30.09,1.78,-0.21105527638190952,-28.56894861439911
sh600336,澳柯玛,3.98,0.11,2.842,3.98,3.99,3.87,3.58,4.1,3.58,16375010.0,62920482.0,3176098780.62,30.1,1.25,-0.13289760348583876,-138.45999999999998
sh601696,中银证券,10.19,0.38,3.874,10.19,10.2,9.81,9.13,10.39,9.13,125906962.0,1221034695.0,28307820000.0,30.26,1.65,-0.014506769825918796,-176.51666666666668
sz000505,京粮控股,5.59,0.18,3.327,5.58,5.59,5.41,5.26,5.75,5.08,7901101.0,42707033.0,4063651903.0899997,30.59,1.29,-0.09253246753246758,-95.16888888888886
sz000021,深科技,11.4,0.93,8.883,11.4,11.41,10.47,10.28,11.49,10.28,40774496.0,447890222.0,17790698503.2,30.82,1.64,-0.040404040404040435,-185.39584323040393
sh600558,大西洋,3.18,0.04,1.274,3.17,3.18,3.14,3.11,3.29,2.9,26854071.0,81643525.0,2854383362.58,30.92,1.28,-0.0991501416430594,-266.53040000000016
sz300512,中亚股份,5.0,0.01,0.2,4.99,5.0,4.99,4.88,5.2,4.5,6186857.0,29694042.0,2054783125.0,30.99,1.25,-0.2,-102.267
sz300870,欧陆通,28.71,1.22,4.438,28.7,28.71,27.49,27.2,29.25,26.35,3730220.0,103769850.0,2905452000.0,31.5,1.71,-0.20027855153203336,-144.37499999999994
sh603630,拉芳家化,10.15,-0.09,-0.879,10.14,10.15,10.24,10.24,10.51,9.23,6097599.0,59646969.0,2285826487.0,31.59,1.15,-0.16939443535188217,-195.85800000000003
sh603258,电魂网络,15.03,-0.48,-3.095,15.01,15.03,15.51,14.2,15.54,13.96,9909775.0,144539868.0,3678864543.0,31.61,1.58,-0.17598684210526314,-76.845
sz300172,中电环保,4.28,0.26,6.468,4.28,4.29,4.02,4.0,4.42,3.82,34153991.0,141788605.0,2896318800.0,31.67,1.57,-0.1721470019342359,-101.34400000000001
sh600973,宝胜股份,3.47,0.1,2.967,3.46,3.47,3.37,3.35,3.55,3.16,20188330.0,67583141.0,4758640880.56,31.72,1.27,-0.1368159203980098,-29.119999999999994
sh601456,国联证券,10.13,0.59,6.184,10.13,10.14,9.54,9.35,10.15,9.29,56215004.0,552508853.0,28685862191.840004,31.76,1.6,-0.007835455435847214,-127.04000000000005
sz300909,汇创达,16.23,0.43,2.722,16.23,16.25,15.8,15.8,16.75,14.25,4447450.0,68382185.0,2807351449.17,31.83,1.51,-0.20049261083743844,-239.94923076923075
sz300240,飞力达,4.27,-0.09,-2.064,4.27,4.28,4.36,4.15,4.53,3.88,9759016.0,40413429.0,1583188753.9999998,32.52,1.06,-0.22363636363636372,-75.38727272727273
sz300099,尤洛卡,3.98,0.15,3.916,3.98,3.99,3.83,3.79,4.09,3.52,15761713.0,59800529.0,2934315714.9,32.54,1.29,-0.19919517102615691,-75.34465040650406
sh600965,福成股份,4.25,-0.14,-3.189,4.24,4.25,4.39,4.28,4.41,3.97,13553204.0,56127874.0,3479479058.75,32.55,1.57,-0.17635658914728686,-113.83199999999995
sh603739,蔚蓝生物,9.08,-0.05,-0.548,9.08,9.09,9.13,9.02,9.35,8.43,6307160.0,55548139.0,2297502103.28,32.56,1.36,-0.16467341306347738,-67.6246153846154
sz300984,金沃股份,15.66,-0.76,-4.629,15.65,15.68,16.42,15.91,16.81,14.4,1912200.0,29526157.0,1202693668.92,32.59,1.82,-0.24347826086956517,-96.68366666666667
sz300790,宇瞳光学,8.85,0.34,3.995,8.85,8.86,8.51,8.35,9.17,7.86,9468210.0,79752694.0,2969588436.6,32.75,1.6,-0.18433179723502305,-77.02035330261137
sh601568,北元集团,4.45,0.34,8.273,4.43,4.45,4.11,4.06,4.46,4.03,16656037.0,71301198.0,17676388896.8,32.84,1.35,0.002252252252252204,-111.65599999999999
sh600059,古越龙山,7.84,0.44,5.946,7.83,7.84,7.4,7.31,7.89,7.19,17131283.0,129541064.0,7146492517.92,32.96,1.29,-0.04969696969696971,-758.0799999999995
sh603122,合富中国,5.6,-0.43,-7.131,5.6,5.61,6.03,5.45,5.89,5.43,22624000.0,125238504.0,2229094744.7999997,33.09,1.91,-0.28480204342273313,-178.68599999999998
sz000869,张 裕Ａ,21.17,1.14,5.691,21.17,21.19,20.03,19.8,21.46,19.79,5189322.0,107202726.0,14654923164.03,33.1,1.37,-0.011671335200746964,-241.63000000000008
sh603489,八方股份,32.19,1.01,3.239,32.19,32.2,31.18,30.99,32.8,29.1,2647946.0,82892537.0,5411738925.03,33.11,1.98,-0.0911914172783739,-216.71999999999986
sz300021,大禹节水,3.46,0.08,2.367,3.46,3.47,3.38,3.31,3.6,3.16,18382750.0,61697089.0,2967980934.68,33.18,1.63,-0.14987714987714995,-101.50225806451614
sh603901,永创智能,8.41,-0.27,-3.111,8.41,8.42,8.68,7.81,8.68,7.81,16707600.0,134916447.0,4103259074.67,33.27,1.64,0.003579952267303026,-1929.6599999999983
sh603976,正川股份,12.6,-0.21,-1.639,12.59,12.6,12.81,12.7,13.0,11.53,2518900.0,30256627.0,1905145691.3999999,33.34,1.61,-0.1844660194174757,-84.5407142857143
sz000751,锌业股份,2.46,0.07,2.929,2.46,2.47,2.39,2.36,2.53,2.26,26253718.0,62308887.0,3974451263.7,33.58,1.12,-0.12455516014234878,-48.843636363636364
sz300986,志特新材,6.87,-0.26,-3.647,6.87,6.88,7.13,6.95,7.18,6.21,9006420.0,60243803.0,1692570329.49,33.7,1.22,-0.29248197734294545,-3673.2999999999975
sh600429,三元股份,3.69,0.1,2.786,3.69,3.7,3.59,3.57,3.78,3.41,12074979.0,43317435.0,5595905021.94,34.08,1.08,-0.06818181818181819,-38.75382857142857
sz300140,节能环境,6.28,0.34,5.724,6.27,6.29,5.94,5.88,6.53,5.55,12459700.0,75350952.0,19560143840.08,34.32,1.93,-0.13736263736263735,-95.63909228441756
sh600636,国新文化,8.71,-0.97,-10.021,8.71,8.72,9.68,8.8,9.49,8.71,44531509.0,394019001.0,3820526545.4200006,34.82,1.42,-0.19871205151793914,-26.51593827062286
sz300871,回盛生物,8.68,-0.03,-0.344,8.68,8.69,8.71,8.69,8.98,7.87,5783893.0,47942880.0,1439900843.9199998,34.97,1.04,-0.21305530371713507,-58.03716770186335
sh603192,汇得科技,11.81,-1.01,-7.878,11.81,11.82,12.82,11.99,12.5,11.54,3565880.0,41996279.0,1637653337.27,35.03,1.15,-0.23011734028683178,-64.22166666666666
sz300610,晨化股份,7.01,0.07,1.009,7.01,7.02,6.94,6.7,7.33,6.15,5063724.0,33859219.0,1492137243.8,35.28,1.37,-0.19610091743119273,-151.49647058823535
sh603166,福达股份,4.39,-0.19,-4.148,4.39,4.4,4.58,4.43,4.63,4.12,15200195.0,65247193.0,2836855977.89,36.54,1.21,-0.210431654676259,-51.76499999999999
sz300876,蒙泰高新,13.36,-0.37,-2.695,13.3,13.36,13.73,13.73,14.15,11.83,2373888.0,30178631.0,1282588122.8,36.63,1.53,-0.28556149732620323,-129.53503925417078
sh600667,太极实业,5.2,0.37,7.66,5.19,5.2,4.83,4.75,5.27,4.7,56242207.0,281482030.0,10952188925.6,36.79,1.41,-0.063063063063063,-20.281666666666666
sz300906,日月明,15.07,-0.35,-2.27,15.07,15.1,15.42,14.87,15.64,13.02,2955326.0,42299381.0,1205600000.0,37.07,1.43,-0.24687656171914046,-149.841772655008
sh603223,恒通股份,7.78,0.08,1.039,7.77,7.78,7.7,7.6,7.94,7.2,5967889.0,44394055.0,5556375217.88,37.63,1.48,-0.11691259931895576,-470.3750000000003
sz300980,祥源新材,13.25,0.37,2.873,13.25,13.33,12.88,12.09,13.65,11.35,4130467.0,51519802.0,1435434695.5,37.76,1.48,-0.21551213735938426,-98.40484848484849
sz300785,值得买,14.05,0.54,3.997,14.04,14.05,13.51,12.8,14.42,12.6,6389616.0,86810081.0,2793916164.15,38.45,1.55,-0.1273291925465839,-73.10915492957747
sz300213,佳讯飞鸿,4.8,0.23,5.033,4.79,4.8,4.57,4.46,5.02,4.26,22681600.0,104935332.0,2849849107.2,38.54,1.28,-0.12248628884826325,-85.64444444444445
sh600838,上海九百,6.21,-0.25,-3.87,6.21,6.22,6.46,6.27,6.45,5.81,30684853.0,183741380.0,2489477102.0099998,39.02,1.69,-0.06896551724137931,-79.40694267515924
sh603798,康普顿,6.73,-0.72,-9.664,6.72,6.73,7.45,6.98,7.24,6.71,15385560.0,104984289.0,1725906144.5,39.05,1.53,-0.24720357941834442,-62.71666666666666
sz300933,中辰股份,5.67,0.23,4.228,5.67,5.68,5.44,5.42,5.75,4.88,11701180.0,61835381.0,2599744215.6,39.2,1.76,-0.12500000000000006,-705.6000000000013
sh600834,申通地铁,6.4,0.0,0.0,6.4,6.41,6.4,6.21,6.64,5.8,9030400.0,55577207.0,3055244192.0,39.38,1.83,-0.17631917631917624,-3731.2549999999587
sz300305,裕兴股份,5.44,-0.03,-0.548,5.43,5.44,5.47,5.43,5.65,4.92,6347870.0,33241495.0,2042102298.88,39.69,1.06,-0.21387283236994215,-94.35167088607595
sz300965,恒宇信通,25.07,-0.35,-1.377,25.07,25.08,25.42,24.9,26.0,22.35,1271869.0,30377675.0,1504200000.0,39.74,1.09,-0.2551990493166963,-73.24520317751299
sh600386,北巴传媒,2.85,-0.25,-8.065,2.84,2.85,3.1,2.88,3.02,2.79,39663638.0,112527752.0,2298240000.0,39.91,1.29,-0.24403183023872677,-113.07833333333332
