代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,Market Cap,市盈率,PB,5日的区间涨跌幅,PEG
sh600319,亚星化学,3.26,-0.32,-8.939,3.26,3.27,3.58,3.34,3.56,3.22,13939200.0,45835937.0,1263932591.84,-43.07,2.26,-0.2329411764705883,87.57566666666666
sh600320,振华重工,3.08,0.15,5.119,3.07,3.08,2.93,2.9,3.1,2.85,42583101.0,127620488.0,16226528783.08,24.73,1.08,-0.012820512820512832,-197.84000000000012
sh600321,正源股份,1.1,-0.07,-5.983,1.09,1.1,1.17,1.1,1.2,1.05,41592457.0,44951977.0,1661605000.0000002,-12.87,1.08,-0.24657534246575336,2.3690636942675156
sh600322,津投城开,1.62,-0.03,-1.818,1.61,1.62,1.65,1.59,1.72,1.5,47610274.0,75745726.0,1791234000.0,-5.04,10.19,-0.18181818181818177,6.013808501502791
sh600323,瀚蓝环境,15.77,0.89,5.981,15.77,15.78,14.88,14.68,16.03,14.61,9221796.0,143534315.0,12858024492.42,8.4,1.08,0.027361563517915306,-304.4999999999998
sh600325,华发股份,6.79,0.36,5.599,6.78,6.79,6.43,6.31,6.88,6.15,35569755.0,232948027.0,18687112867.64,6.63,1.03,0.019519519519519503,-40.38272727272728
sh600326,西藏天路,2.89,-0.14,-4.62,2.89,2.9,3.03,2.94,3.02,2.73,75233198.0,211650521.0,3552982308.27,-6.73,0.99,-0.2313829787234042,0.44866666666666666
sh600327,大东方,3.58,0.04,1.13,3.58,3.59,3.54,3.56,3.74,3.3,22933660.0,80073602.0,3167510674.44,23.5,0.98,-0.13317191283292976,-32.28462998102467
sh600328,中盐化工,7.18,0.49,7.324,7.17,7.18,6.69,6.64,7.25,6.58,19063899.0,133078611.0,10570573985.02,10.72,0.92,-0.009655172413793142,44.949385535617196
sh600329,达仁堂,26.99,2.05,8.22,26.99,27.0,24.94,24.8,27.24,24.35,11653851.0,303538957.0,20786571869.239998,19.38,3.21,0.027798933739527677,161.49999999999986
sh600330,天通股份,6.19,0.49,8.596,6.19,6.2,5.7,5.61,6.27,5.56,30687498.0,181945433.0,7634959035.040001,23.74,0.95,-0.06069802731411221,41.544999999999995
sh600331,宏达股份,4.62,0.21,4.762,4.62,4.63,4.41,4.43,4.75,4.28,57390317.0,260031366.0,9387840000.0,-85.68,27.05,0.08705882352941179,106.65707196029778
sh600332,白云山,28.65,1.02,3.692,28.64,28.65,27.63,27.56,28.8,27.37,13132014.0,371330469.0,46578910688.85,10.49,1.34,0.04829857299670693,157.90210526315775
sh600333,长春燃气,3.66,-0.15,-3.937,3.66,3.67,3.81,3.46,3.77,3.44,17911657.0,63877098.0,2229052303.44,-25.54,1.17,-0.1848552338530067,5.108
sh600335,国机汽车,6.74,0.61,9.951,6.74,0.0,6.13,6.01,6.74,5.72,27697496.0,177957387.0,10081615784.08,28.66,0.89,-0.061281337047353696,113.99158371040727
sh600336,澳柯玛,3.98,0.11,2.842,3.98,3.99,3.87,3.58,4.1,3.58,16375010.0,62920482.0,3176098780.62,30.1,1.25,-0.13289760348583876,-138.45999999999998
sh600337,美克家居,2.43,0.01,0.413,2.42,2.43,2.42,2.35,2.46,2.31,13157700.0,31702537.0,3595288364.9100003,-10.87,0.92,-0.012195121951219433,4.658571428571428
sh600338,西藏珠峰,7.92,0.18,2.326,7.91,7.92,7.74,7.21,8.14,7.21,35943162.0,276321693.0,7240544530.559999,-112.67,2.06,-0.12195121951219509,265.50900933453784
sh600339,中油工程,2.93,0.22,8.118,2.92,2.93,2.71,2.66,2.94,2.63,90917444.0,254093674.0,16358622090.03,20.56,0.63,-0.060897435897435875,36.1557264957265
sh600340,华夏幸福,1.28,0.02,1.587,1.28,1.29,1.26,1.22,1.31,1.14,82340629.0,100757162.0,5009562037.76,3.91,0.57,-0.13513513513513511,-3.7584782608695657
sh600343,航天动力,7.0,0.27,4.012,6.99,7.0,6.73,6.3,7.19,6.19,11073414.0,73438980.0,4467444436.0,-53.38,2.47,-0.15151515151515152,62.68505520046485
sh600345,长江通信,19.01,1.73,10.012,19.01,0.0,17.28,15.8,19.01,15.8,16261996.0,283842342.0,6265926629.320001,34.8,2.59,0.09567723342939481,33.35000000000001
sh600346,恒力石化,12.05,0.6,5.24,12.05,12.06,11.45,11.44,12.08,11.37,31660049.0,375653629.0,84821152421.3,41.71,1.44,0.02465986394557831,-49.03143617021277
sh600348,华阳股份,9.57,0.27,2.903,9.56,9.57,9.3,9.27,9.68,9.05,52238740.0,489640333.0,34523775000.0,5.29,1.24,-0.010341261633919302,5.3629655172413795
sh600350,山东高速,8.06,0.19,2.414,8.06,8.07,7.87,7.8,8.09,7.76,27511616.0,219517498.0,39013604873.62,12.05,1.33,0.05774278215223102,-76.53031914893619
sh600351,亚宝药业,5.56,0.51,10.099,5.56,0.0,5.05,5.29,5.56,5.2,26293012.0,143870534.0,4281200127.8799996,18.37,1.41,-0.027972027972028,-43.338932038834955
sh600352,浙江龙盛,8.22,0.53,6.892,8.21,8.22,7.69,7.58,8.27,7.57,30419145.0,244268236.0,26742387889.2,11.49,0.83,0.0675324675324676,-116.55420233463035
sh600353,旭光电子,5.97,0.36,6.417,5.97,5.98,5.61,5.6,6.08,5.4,13971220.0,80781960.0,4971187711.23,39.09,2.83,-0.08575803981623284,57.08635245901638
sh600354,敦煌种业,5.24,-0.07,-1.318,5.24,5.25,5.31,4.81,5.49,4.78,31323348.0,157474495.0,2765682899.2000003,68.08,4.41,-0.1027397260273972,56.56888888888888
sh600355,精伦电子,2.63,-0.29,-9.932,0.0,2.63,2.92,2.7,2.79,2.63,52941591.0,141280792.0,1294194596.0,-38.03,6.85,-0.23988439306358383,-15.212
sh600356,恒丰纸业,5.65,0.0,0.0,5.65,5.66,5.65,5.57,5.8,5.15,10267533.0,55680565.0,1687832285.7,13.77,0.69,-0.15671641791044774,52.02000000000002
sh600358,国旅联合,3.28,-0.28,-7.865,3.28,3.29,3.56,3.24,3.42,3.2,30359801.0,98489571.0,1656192244.8,374.04,9.01,-0.21153846153846162,-531.3068181818182
sh600359,新农开发,5.61,-0.22,-3.774,5.61,5.62,5.83,5.44,5.92,5.25,10934141.0,59649997.0,2140286920.2,32.73,3.36,-0.13023255813953485,60.00499999999999
sh600360,华微电子,5.17,0.34,7.039,5.17,5.18,4.83,4.76,5.26,4.53,24363152.0,119585929.0,4964726721.68,109.15,1.53,-0.08007117437722423,-218.3
sh600361,创新新材,3.8,0.23,6.443,3.79,3.8,3.57,3.34,3.88,3.34,13899316.0,50682811.0,16477532784.4,7.83,1.67,-0.10165484633569753,34.13984924623114
sh600362,江西铜业,18.12,0.63,3.602,18.11,18.12,17.49,17.35,18.25,17.3,22167198.0,396029762.0,62744656818.600006,9.76,0.78,0.006666666666666722,159.08799999999985
sh600363,联创光电,24.69,1.99,8.767,24.69,24.7,22.7,22.55,24.97,21.7,11946685.0,285658900.0,11239523767.5,32.4,2.83,-0.039673278879813284,210.60000000000008
sh600366,宁波韵升,5.03,0.28,5.895,5.03,5.04,4.75,4.75,5.11,4.55,22522979.0,109530610.0,5592142996.530001,-23.72,0.96,-0.09856630824372757,73.22260869565217
sh600367,红星发展,8.32,0.16,1.961,8.32,8.34,8.16,8.0,8.52,7.47,7016342.0,55774995.0,2838209104.64,214.7,1.63,-0.15874620829120326,-825.7692307692307
sh600368,五洲交通,3.59,0.11,3.161,3.59,3.6,3.48,3.41,3.67,3.31,49493127.0,171315901.0,4445121037.25,6.41,0.72,-0.0888324873096447,-37.52107042253523
sh600369,西南证券,3.72,0.25,7.205,3.71,3.72,3.47,3.42,3.74,3.4,66877720.0,240861500.0,24719805941.280003,35.32,0.98,0.008130081300813075,-51.374545454545455
sh600370,三房巷,1.8,0.06,3.448,1.8,1.81,1.74,1.74,1.84,1.67,15932400.0,27955918.0,7013421545.400001,80.39,1.13,-0.11330049261083733,317.7680188679246
sh600371,万向德农,7.64,0.06,0.792,7.64,7.65,7.58,7.31,7.84,6.88,6678080.0,48707164.0,2235295920.0,32.58,3.95,-0.16136114160263446,35.295
sh600372,中航机载,10.79,0.77,7.685,10.79,10.8,10.02,10.02,10.8,9.96,44946190.0,470967065.0,52211694637.7,26.54,1.48,-0.02617328519855604,290.1288713910759
sh600373,中文传媒,14.05,0.9,6.844,14.05,14.06,13.15,13.0,14.29,12.38,27263952.0,364605132.0,19038645251.95,9.03,1.07,-0.051316677920324086,-151.5033333333332
sh600375,汉马科技,3.07,-0.34,-9.971,0.0,3.07,3.41,3.14,3.31,3.07,25981003.0,80853178.0,2008746571.08,-4.26,84.81,-0.2843822843822844,-48.20526315789474
sh600376,首开股份,2.59,0.07,2.778,2.59,2.6,2.52,2.48,2.65,2.36,37111132.0,92171762.0,6681073976.78,-2.2,0.31,-0.06498194945848382,0.16450805008944544
sh600377,宁沪高速,12.21,0.27,2.261,12.2,12.21,11.94,11.88,12.21,11.82,14262364.0,171939657.0,61510896975.00001,12.93,1.82,0.07293497363796134,-99.5047826086956
sh600378,昊华科技,27.93,2.54,10.004,27.93,0.0,25.39,25.16,27.93,24.86,3519190.0,94523726.0,25457463429.51,21.13,3.06,0.0460674157303371,69.77419786096257
sh600379,宝光股份,7.35,0.67,10.03,7.33,7.35,6.68,6.45,7.35,6.1,14850865.0,99613608.0,2426981495.4,29.76,3.52,-0.08125000000000004,224.3670588235294
